0.13431606	-0.17280576	0.19390337	0.16835524	0.1522736	-0.15760672	-0.14774965	0.106519885	-0.17540567	-0.16485433	0.17876478	0.123141974	0.11578333	-0.12162305	-0.16314156	0.15609224
0.36079895	-0.4179522	0.39283717	0.37583408	0.33041796	-0.40748525	-0.37992653	0.34151405	-0.39246413	-0.38913754	0.3749122	0.3726172	0.40819487	-0.397979	-0.39130506	0.35132405
0.106805764	-0.114121564	0.09247402	0.10524711	0.090176344	-0.09666966	-0.098429315	0.015515642	-0.02990859	-0.116565876	0.036775306	0.022494275	0.10694943	-0.08909589	-0.023034398	0.09117879
-0.20907915	0.19844274	-0.22012508	-0.23506786	-0.2802469	0.20873582	0.24352907	-0.25041685	0.2349321	0.2807645	-0.28055122	-0.2649375	-0.24171874	0.21670073	0.24103123	-0.24252337
-0.13227537	0.18050241	-0.12008105	-0.13323934	-0.1289698	0.12203505	0.14891762	-0.17135412	0.1422089	0.17152719	-0.17719416	-0.109457664	-0.15964149	0.1917949	0.17535579	-0.100645185
1.1597911	-0.9912428	1.027229	1.0577778	0.96100855	-1.0678265	-1.0913959	0.98597634	-0.99582225	-1.0458604	1.012182	1.0454162	1.0291244	-1.0825034	-1.0982419	1.0129644
0.4115347	-0.40559807	0.36585706	0.43984053	0.44296318	-0.45386642	-0.40223154	0.3579873	-0.41046783	-0.42326513	0.36410403	0.3862566	0.42780796	-0.47137752	-0.3830003	0.43948582
0.20176435	-0.15001374	0.15990068	0.2062771	0.22084893	-0.1779302	-0.23869184	0.21860284	-0.21270537	-0.17395754	0.1709081	0.24313341	0.16021532	-0.22257854	-0.1690124	0.14341828
0.06489783	-0.065579794	0.053921357	0.099372804	0.062268764	-0.042185605	-0.006752793	0.03461693	-0.09986697	-0.07551727	0.014791872	0.015409492	0.010270879	-0.0045290957	-0.06197069	0.013966314
-0.3630916	0.3738357	-0.3236635	-0.36310604	-0.3206179	0.4185116	0.33813944	-0.3666206	0.3739066	0.3212774	-0.35184178	-0.38488904	-0.3983332	0.3906209	0.3420448	-0.3197005
-0.020459063	-0.045807898	0.012971721	0.0027348981	0.039001584	-0.041903857	0.002290215	0.047587346	-0.0135672055	0.022588065	0.036124606	-0.042174377	-0.006696238	-0.005706698	0.015804054	-0.0009983612
-0.09489756	0.024128275	-0.020344587	-0.10543673	-0.023552127	0.07708771	0.104811564	-0.036907308	0.09450075	0.02281851	-0.026556786	-0.056162167	-0.035069134	0.04766023	0.043599326	-0.01579912
-0.26111296	0.19072515	-0.2140062	-0.21129423	-0.16397291	0.23584217	0.24405591	-0.22428955	0.15346742	0.23984967	-0.1729527	-0.19871342	-0.14975522	0.23717962	0.17268337	-0.23489784
0.1030822	-0.13871624	0.11743563	0.09754601	0.1320652	-0.15919845	-0.10664601	0.17436287	-0.10148837	-0.17423922	0.17162395	0.14302349	0.18184295	-0.17444901	-0.17123032	0.1272833
-0.4709497	0.4693054	-0.39459848	-0.3936279	-0.4648329	0.43217382	0.45571643	-0.46769807	0.45117438	0.4009914	-0.4407695	-0.45729852	-0.4516266	0.5125241	0.40295514	-0.44845754
0.2664586	-0.18770678	0.18841144	0.2162577	0.20777042	-0.18844971	-0.15782599	0.17126687	-0.18044916	-0.15377009	0.17593013	0.22203492	0.21875249	-0.23341596	-0.20686725	0.1926482
-0.22756115	0.2217877	-0.20391972	-0.22237277	-0.19420685	0.24128546	0.2565556	-0.19810623	0.19810845	0.21758293	-0.26412746	-0.25083238	-0.27009353	0.26690367	0.19476977	-0.24035686
-0.042081453	0.044584062	-0.086603425	-0.011464506	-0.056541678	0.019439852	0.09332451	-0.09164886	0.017914165	0.025949063	-0.10899929	-0.103480265	-0.04655544	0.095776156	0.03622487	-0.066859685
0.3213074	-0.27585086	0.22814104	0.2834501	0.20554957	-0.2378773	-0.25923905	0.29198736	-0.2983589	-0.2553128	0.22125576	0.29958633	0.20393448	-0.29389462	-0.22688672	0.22811712
0.54491746	-0.4925556	0.46333516	0.47158843	0.48932558	-0.46146408	-0.48533395	0.4514487	-0.4786355	-0.47180474	0.5053596	0.45503843	0.47049484	-0.514279	-0.49511957	0.44268194
-0.25642696	0.15238066	-0.21764919	-0.21163793	-0.15142515	0.2506708	0.2444486	-0.23552519	0.15388392	0.19407737	-0.18099111	-0.19717497	-0.16567566	0.2441025	0.24121298	-0.18806928
-0.09853023	0.1364075	-0.06933448	-0.10347135	-0.13404076	0.13523573	0.108977206	-0.043467678	0.051627036	0.12660772	-0.12253629	-0.06324582	-0.11717565	0.12404113	0.13353007	-0.048824627
